,word,pos_tag,tag_type,sentence
213,changing,VBG,VERB,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
214,dose,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
215,vaccine,NN,NOUN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
216,regimen,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
217,dose,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
218,immune,JJ,ADJ,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
219,response,NN,NOUN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
220,could,MD,AUX,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
221,dwindle,VB,VERB,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
222,faster,RBR,ADV,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
223,know,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
224,happen,VB,VERB,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
225,know,VBP,VERB,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
226,already,RB,ADV,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
227,people,NNS,NOUN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
228,get,VBP,VERB,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
229,mild,JJ,ADJ,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
230,covid,NN,NOUN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
231,tend,NN,NOUN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
232,lose,VB,VERB,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
233,immune,JJ,ADJ,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
234,response,NN,NOUN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
235,pretty,RB,ADV,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
236,quickly,RB,ADV,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
237,min,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
238,mark,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
239,co,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
240,kwn,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
241,mfqweg,NNP,PROPN,bob_wachter peter mark explained changing dose vaccine regimen dose immune response could dwindle faster know happen know already people get mild covid tend lose immune response pretty quickly min mark co kwn mfqweg
242,nvax,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
243,share,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
244,premarket,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
245,co,PRP,PRON,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
246,say,VBP,VERB,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
247,covid,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
248,vaccine,NN,NOUN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
249,effective,JJ,ADJ,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
250,uk,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
251,trial,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
252,co,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
253,dg,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
254,cvydhl,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
255,nvax,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
256,breakout,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
257,alert,NNP,PROPN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
258,lookout,NN,NOUN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
259,take,NN,NOUN,nvax share premarket co say covid vaccine effective uk trial co dg cvydhl nvax breakout alert lookout take
260,us_fda,NNP,PROPN,us_fda approved first covid vaccine emergency use vaccine safe effective help u defeat virus extremely confident vaccine participating pfizer vaccine trial
261,approved,VBD,VERB,us_fda approved first covid vaccine emergency use vaccine safe effective help u defeat virus extremely confident vaccine participating pfizer vaccine trial
262,first,JJ,ADJ,us_fda approved first covid vaccine emergency use vaccine safe effective help u defeat virus extremely confident vaccine participating pfizer vaccine trial
263,covid,NNP,PROPN,us_fda approved first covid vaccine emergency use vaccine safe effective help u defeat virus extremely confident vaccine participating pfizer vaccine trial
264,vaccine,NN,NOUN,us_fda approved first covid vaccine emergency use vaccine safe effective help u defeat virus extremely confident vaccine participating pfizer vaccine trial
265,emergency,NN,NOUN,us_fda approved first covid vaccine emergency use vaccine safe effective help u defeat virus extremely confident vaccine participating pfizer vaccine trial
266,use,NN,NOUN,us_fda approved first covid vaccine emergency use vaccine safe effective help u defeat virus extremely confident vaccine participating pfizer vaccine trial
